date,startup,industry,subvertical,city,investors,investment_type,amount
26-06-2015,creditmantri,,Credit Management Services,Chennai,IDG Ventures India,Private Equity,2500000
26-06-2015,getmypeon,,Hyperlocal Handyman Services,Mumbai,Undisclosed investors,Seed Funding,250000
29-06-2015,urbanclap,,Hyperlocal services marketplace,New Delhi,SAIF Partners,Private Equity,10000000
29-06-2015,adwyze,,Marketing / Advertising Automation platform,Bengaluru,Mape Advisory,Seed Funding,1000000
29-06-2015,zimmber,,Hyperlocal Handyman Services,Mumbai,Naveen Tiwari,Seed Funding,400000
30-06-2015,flatchat,,Flat rental Mobile App,Bengaluru,Commonfloor,Private Equity,2500000
30-06-2015,mycfo,,Wealth Management Platform,Mumbai,Sameer Koticha,Private Equity,1500000
01-05-2015,foodpanda,,Online Food Delivery,Gurugram,Goldman Sachs,Private Equity,100000000
01-05-2015,termsheet,,Fund Raising Platform,Chennai,Anand Vijay,Seed Funding,100000
04-05-2015,applicate,,Workforce Management Software,Bengaluru,Rishi Vasudev,Seed Funding,550000
04-05-2015,world art community,,Online Art Marketplace,Gurugram,Viraj Tyagi & others,Seed Funding,200000
04-05-2015,spoonjoy,,Online Food Delivery,Bengaluru,SAIF Partners,Seed Funding,1000000
05-05-2015,seed schools,,Affordable Education,Hyderabad,Acumen Fund,Seed Funding,650000
05-05-2015,ignis careers,,Career Development,Hyderabad,Acumen Fund,Seed Funding,250000
05-05-2015,square yards,,Real Estate Advisory,Gurugram,Undisclosed Investors,Private Equity,6000000
05-05-2015,fintellix,,Banking Analytics Platform,Bengaluru,IDG Ventures,Private Equity,15000000
06-05-2015,delhivery,,Ecommerce Logistics,Gurugram,Tiger Global Management,Private Equity,85000000
06-05-2015,swiggy,,Online Food Delivery,Bengaluru,Norwest Venture Partners,Private Equity,15000000
07-05-2015,box8,,Online Food Delivery,Mumbai,Mayfield Ventures,Private Equity,3500000
07-05-2015,toppr,,Online Education Platform,Mumbai,Fidelity Growth Partners India,Private Equity,10000000
07-05-2015,vedantu,,Online Education Platform,Bengaluru,Accel Partners,Private Equity,5000000
08-05-2015,buyhatke,,Online Product Comparison,Bengaluru,S.Gopalakrishnan,Seed Funding,1000000
08-05-2015,uniken,,Online Security Platform,Pune,Exfinity Ventures,Private Equity,2000000
08-05-2015,grandopinion,,Online Medical Diagnostic,New Delhi,Florida based Angel investor,Seed Funding,150000
12-05-2015,zapstitch,,Cloud Data Integration Platform,Bengaluru,Helion Venture Partners,Private Equity,2000000
12-05-2015,wassup,,Mobile Laundry Cleaning Service,Chennai,Arun Chandra Mohan,Private Equity,2000000
12-05-2015,plancess,,Online Education Platform,Mumbai,Rajendra Gogri,Seed Funding,2000000
14-05-2015,indianroots,,Lifestyle Ecommerce Portal,Gurugram,KJS Group,Private Equity,5000000
14-05-2015,redpolka,,Online Fashion Aggregator,Mumbai,Undisclosed Investors,Seed Funding,250000
15-05-2015,venturesity,,Online Job skills Showcase,Bengaluru,Phanindra Sama,Seed Funding,270000
19-05-2015,chaayos,,Offline Tea Chain,New Delhi,Tiger Global Management,Private Equity,1000000
19-05-2015,akosha,,Business Messaging App,New Delhi,Sequoia Capital,Private Equity,16000000
19-05-2015,cooey,,Health Mobile App,Bengaluru,Subhash Goyal,Seed Funding,470000
19-05-2015,meetuniv,,Online Ed-Tech Platform,Noida,Peesh Venture Capital,Seed Funding,1000000
19-05-2015,crown-it,,Hyperlocal Mobile Marketplace,Gurugram,Accel Partners,Private Equity,5500000
19-05-2015,trucksfirst,,Trucking Logistic Operations,Gurugram,SAIF partners,Private Equity,10000000
20-05-2015,lookup,,B2C Messaging App,Bengaluru,Biz Stone,Private Equity,3000000
22-05-2015,nudgespot,,Customer Engagement Platform,Bengaluru,Kae Capital,Seed Funding,625000
22-05-2015,eveningflavors,,Online Table Reservation,Bengaluru,Sandiep Shrivatsava,Seed Funding,500000
25-05-2015,zenparent,,Parents focused Web Content,Bengaluru,i2india Ventures,Seed Funding,500000
26-05-2015,urbanpro,,On-demand Service marketplace,Bengaluru,Nirvana Venture Advisors,Private Equity,2000000
26-05-2015,goodbox,,On-Demand Business messaging,Bengaluru,Manipal Group,Seed Funding,200000
26-05-2015,renderlogy,,Online Home Dxc3xa9cor,Hyderabad,Astarc Ventures,Private Equity,1000000
27-05-2015,postman,,API Workflow platform,Bengaluru,Nexus Venture Partners,Seed Funding,1000000
27-05-2015,casa2inns,,Affordable Hotel Booking Online,New Delhi,Accel Partners,Private Equity,5000000
27-05-2015,fleetrover,,Logistics Intelligence,Goa,Tim Chen,Seed Funding,180000
28-05-2015,thekarrier,,Last Mile Logistics,Bengaluru,Sol Primero,Seed Funding,240000
28-05-2015,zoomcar,,Self-driven Car rental,Bengaluru,Sequoia Capital,Private Equity,5000000
30-05-2015,ather energy,,Electric Scooter Manufacturer,Bengaluru,Tiger Global,Private Equity,12000000
03-04-2015,swiggy,,Online Food Delivery,Bengaluru,Accel Partners,Private Equity,2000000
04-04-2015,bluegape,,Web Content Publishing,Gurugram,Rudy Gopalakrishnan,Seed Funding,200000
06-04-2015,instalively,,Video Streaming,New Delhi,Rajesh Sawheny,Seed Funding,120000
07-04-2015,pricejugaad,,Price Comparison,Hyderabad,Amit Tyagi,Seed Funding,165000
07-04-2015,quikr,,Online Classifieds,Mumbai,Tiger Global,Private Equity,150000000
07-04-2015,pressplay,,Travel Entertainment,New Delhi,Sequoia Capital,Seed Funding,2200000
08-04-2015,firstcry,,eCommerce,Pune,Silicon Valley Ventures,Private Equity,10000000
08-04-2015,mobikwik,,Digital / Mobile Wallet,Gurugram,Tree Line Asia,Private Equity,25000000
08-04-2015,olacabs,,Cab Aggregator,Bengaluru,DST Global,Private Equity,400000000
09-04-2015,gadgetwood,,Device Repair Svcs,New Delhi,Ajai Chowdhry,Seed Funding,200000
09-04-2015,bonhomia,,Premium Beverages,New Delhi,Kanwaljit Singh,Seed Funding,2000000
09-04-2015,changer mints,,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,165000
09-04-2015,urban ladder,,Online FurnishingneCommerce,Bengaluru,Sequoia Capital,Private Equity,50000000
10-04-2015,whatfix,,Interactive How-To Guides,Bengaluru,Helion Venture Partner,Seed Funding,900000
11-04-2015,zomato,,Restaurant Reviews,Gurugram,Info Edge (India),Private Equity,25000000
13-04-2015,zopnow,,Online Grocer,Bengaluru,Dragoneer Investment,Private Equity,10000000
13-04-2015,nayi disha,,Ed-Tech,New Delhi,Ajay Relan,Seed Funding,300000
13-04-2015,the porter,,Logistics Tech,Mumbai,Kae Capital,Seed Funding,500000
13-04-2015,commeasure,,Online Hotel Booking,Noida,Jungle Ventures,Seed Funding,1000000
13-04-2015,capricoast,,Online Kitchen Furniture,Bengaluru,Accel Partners India,Seed Funding,1250000
14-04-2015,localoye,,Hyper-local Online Services,Mumbai,Tiger Global Management,Private Equity,5000000
15-04-2015,grofers,,Hyper-Local Online/Mobile Grocery,Gurugram,Tiger Global,Private Equity,35000000
15-04-2015,peppertap,,Hyper-Local Online/Mobile Grocery,Gurugram,SAIF Partners,Private Equity,10000000
15-04-2015,policybazaar,,Online Policy Aggregator,Gurugram,PremjiInvest,Private Equity,40000000
16-04-2015,urbanclap,,Hyperlocal Mobile Services Marketplace,New Delhi,SAIF Partners,Seed Funding,1600000
16-04-2015,taskbob,,OnDemandnMobile Handyman Services,Mumbai,Orios Venture Partners,Seed Funding,1200000
17-04-2015,robosoft,,Mobile App Development,Udupi,Ascent Capital,Private Equity,12000000
20-04-2015,pastiwala,,Material Collection & Recycling,Vadodara,Agnus Capital,Private Equity,4000000
20-04-2015,1mg (healthkartplus),,Online Pharmacy & Drug DB,Gurugram,Deep Kalra,Private Equity,6000000
20-04-2015,freshdesk,,Online / Mobile Customer Support,Chennai,Tiger Global,Private Equity,50000000
20-04-2015,sulekha,,Online Classifieds & Listings,Chennai,GIC ventures,Private Equity,28000000
22-04-2015,eat.shop.love,,Fashion ECommerce,Bengaluru,Undisclosed Investor,Private Equity,3500000
22-04-2015,avanti learning,,Private Coaching Centers,New Delhi,Michael & Susan Dell Foundation,Private Equity,1500000
23-04-2015,simplilearn,,Online Certification Courses,Bengaluru,Mayfield Ventures,Private Equity,15000000
23-04-2015,craftstvilla,,Ethnic Product eCommerce,Mumbai,Sequoia Capital,Private Equity,18000000
23-04-2015,headout,,Last Minute Travel Deals mobile marketplace,Bengaluru,Version One Ventures,Seed Funding,1800000
23-04-2015,happay,,usiness expense management,Bengaluru,AngelPrime,Seed Funding,500000
23-04-2015,jugnoo,,Auto Rickshaw based Logistics,Chandigarh,Rakesh Mathur,Seed Funding,1000000
24-04-2015,coverfox,,Online Insurance Aggregator,Mumbai,Accel US,Private Equity,12000000
27-04-2015,torqus,,Restaurant Management Platform,Pune,S S Mukherji & Others,Seed Funding,350000
27-04-2015,grab,,Food Logistics & Delivery,Mumbai,Oliphans Capital,Seed Funding,1000000
27-04-2015,logic roots,,Interactive Educational Games,Jaipur,Ah! Ventures,Seed Funding,400000
28-04-2015,babajobs,,Grey collar Job Board,Bengaluru,SEEK Ltd & affiliates,Private Equity,10000000
28-04-2015,jay robotix,,Robotic Program learning,Hyderabad,Cross Border Angels & others,Seed Funding,250000
28-04-2015,naaptol,,Tele-Shopping / eCommerce,Mumbai,Mitsui & Co & existing investors,Private Equity,21500000
29-04-2015,reglobe,,Used Gadgets Buy / Refurbishing,Gurugram,Bessemer Ventures,Seed Funding,1000000
29-04-2015,icertis,,Cloud Enterprise Software,Pune,Greycroft Partners,Private Equity,6000000
29-04-2015,tracxn,,Startup Analytics platform,Bengaluru,SAIF Partners,Private Equity,3500000
29-04-2015,tradelab,,Financial Markets Software,Bengaluru,Rainmatter,Seed Funding,400000
29-04-2015,piqube,,Hiring Analytics platform,Chennai,The HR Fund,Seed Funding,500000
29-04-2015,travel triangle,,Online Travel Marketplace,Noida,Bessemer Venture Partners,Private Equity,8000000
02-03-2015,trulymadly,,,Gurugram,Helion Venture Partners,Private Equity,5500000
02-03-2015,instalively,,,San Francisco,Group of Angel Investors,Seed Funding,120000
03-03-2015,vserv,,,Mumbai,Maverick Capital,Private Equity,15000000
05-03-2015,niffler,,,London,SAIF Partners,Seed Funding,1000000
05-03-2015,customfurnish,,,Bengaluru,Madhukar Gangadi,Private Equity,2500000
06-03-2015,mapmygenome,,,Hyderabad,Rajan Anandan & other angel investors,Private Equity,1200000
09-03-2015,crowdfire (formerly justunfollow),,,Mumbai,Kalaari Capital,Private Equity,2500000
09-03-2015,bite club,,,Berlin,Powai Lake Ventures,Seed Funding,500000
11-03-2015,appedo,,,Bengaluru,Undisclosed Investors,Seed Funding,1000000
11-03-2015,fitraq,,,San Francisco,Tarun Arora,Seed Funding,150000
11-03-2015,chargebee,,,Chennai,Tiger Global,Private Equity,5000000
11-03-2015,groupon india,,,Bengaluru,Sequoia Capital,Private Equity,20000000
12-03-2015,moonfrog labs,,,Bengaluru,Tiger Global,Private Equity,15000000
13-03-2015,foodpanda,,,Berlin,Rocket Internet AG & others,Private Equity,110000000
13-03-2015,diabetomics,,,San Diego,VentureEast,Private Equity,5000000
14-03-2015,daily rounds,,,Bengaluru,Kae Capital,Seed Funding,500000
14-03-2015,orobind,,,Bengaluru,Zishaan Hayath,Seed Funding,200000
16-03-2015,digital gorkha,,,Kathmandu,Ramesh kavediya,Seed Funding,166000
16-03-2015,nestaway,,,Bengaluru,IDG Ventures,Seed Funding,1300000
16-03-2015,the better india,,,Bengaluru,I-cube-N,Seed Funding,166000
16-03-2015,meru cabs,,,Bengaluru,Value Fund Advisors,Private Equity,50000000
18-03-2015,drivestream,,,San Francisco,Wipro,Private Equity,5000000
18-03-2015,wwhere,,,San Francisco,Group of Angel Investors,Seed Funding,200000
19-03-2015,tripoto,,,Gurugram,IDG Ventures,Private Equity,2000000
19-03-2015,graphic india,,,Bengaluru,CA Media LP,Seed Funding,2800000
20-03-2015,lets corp,,,San Francisco,Wu Chay Chin,Seed Funding,3000000
20-03-2015,collatebox,,,San Francisco,LetsVenture,Seed Funding,180000
20-03-2015,mahindra first choice,,,Mumbai,Valiant Capital,Private Equity,15000000
23-03-2015,razorpay,,,Bengaluru,Y Combinator,Seed Funding,120000
24-03-2015,furlenco,,,Bengaluru,LightBox Ventures,Private Equity,6000000
24-03-2015,cubito,,,San Francisco,Sol Primero,Seed Funding,160000
25-03-2015,teabox,,,Silchar,JAFCO Asia,Private Equity,6000000
25-03-2015,artoo,,,San Francisco,Accion Venture Labs,Private Equity,500000
25-03-2015,fxkart,,,Bengaluru,Dr Mushtaq Shah,Seed Funding,2000000
25-03-2015,oyo rooms,,,Gurugram,Greenoaks capital,Private Equity,25000000
26-03-2015,roposo,,,Gurugram,Tiger Global Management,Private Equity,5000000
26-03-2015,teewe,,,Bengaluru,Sequoia Capital,Seed Funding,1750000
27-03-2015,urjas,,,Bengaluru,Solidarity Venture Capital & others,Seed Funding,100000
27-03-2015,chargein,,,San Francisco,Pittie Group,Seed Funding,100000
28-03-2015,yogurt labs,,,San Francisco,Nick Adams,Seed Funding,115000
28-03-2015,limeroad,,,Gurugram,Tiger Global,Private Equity,30000000
28-03-2015,team indus,,,Bengaluru,Nandan Nilekani,Private Equity,1500000
30-03-2015,arohan financial services,,,Mumbai,Tano Capital,Private Equity,10000000
30-03-2015,billdesk,,,Mumbai,TA Associates,Private Equity,75000000
31-03-2015,triphobo,,,Pune,Mayfield Ventures,Private Equity,3000000
31-03-2015,aryaka,,,San Jose,Trinity Ventures,Private Equity,16000000
31-03-2015,appsdaily,,,Bengaluru,Zodius Capital,Private Equity,16000000
02-02-2015,faaya,,,Bengaluru,Group of Angel Investors,Seed Funding,16600
02-02-2015,instabounce,,,San Francisco,Group of Angel Investors,Seed Funding,16600
02-02-2015,chloroplast foods,,,San Francisco,Group of Angel Investors,Seed Funding,16600
02-02-2015,dealwithus,,,San Francisco,Group of Angel Investors,Seed Funding,16600
02-02-2015,cleversharks,,,San Francisco,Group of Angel Investors,Seed Funding,16600
02-02-2015,leaf,,,San Francisco,Group of Angel Investors,Seed Funding,16600
02-02-2015,smartpocket,,,San Francisco,Sol Primero,Seed Funding,250000
02-02-2015,yumist,,,Gurugram,Orios Venture Partner,Private Equity,1000000
02-02-2015,firstcry,,,Pune,Valiant Capital Partners,Private Equity,26000000
02-02-2015,holachef,,,Madrid,India Quotient,Seed Funding,325000
03-02-2015,frsh.co,,,Bengaluru,India Quotient,Seed Funding,518000
03-02-2015,manthan,,,Bengaluru,Temasek,Private Equity,60000000
05-02-2015,culture machine,,,Mumbai,Tiger Global,Private Equity,18000000
05-02-2015,aisle.co,,,Toronto,Anand Vijay,Seed Funding,100000
06-02-2015,freecharge,,,Bengaluru,Valiant Capital,Private Equity,80000000
06-02-2015,newshunt,,,Bengaluru,Falcon Edge Capital,Private Equity,40000000
09-02-2015,mynoticeperiod,,,Bengaluru,IDG Ventures,Private Equity,3000000
09-02-2015,faaso's,,,Gurugram,Lightbox Ventures,Private Equity,20000000
11-02-2015,capital float,,,Bengaluru,SAIF Partners,Private Equity,13000000
11-02-2015,nimble wireless,,,San Francisco,AngelPrime,Seed Funding,3000000
12-02-2015,stayzilla,,,Chennai,Nexus Venture Partners,Private Equity,20000000
12-02-2015,practo,,,Bengaluru,Sequoia Capital,Private Equity,30000000
13-02-2015,20dresses,,,Mumbai,Srinivas Aluri,Seed Funding,1000000
13-02-2015,itzcash,,,Mumbai,Ashok Goel (promoter),Private Equity,16500000
16-02-2015,newsinshorts,,,Bengaluru,Tiger Global,Private Equity,4150000
16-02-2015,itraveller,,,Bengaluru,ah! Ventures,Private Equity,1000000
18-02-2015,wooplr,,,Bengaluru,Helion Venture Partners,Private Equity,5000000
19-05-2015,springleap,,,Cape Town,Cross Border Angels,Seed Funding,800000
20-02-2015,klip,,,Bengaluru,Calcutta Angels,Seed Funding,500000
20-02-2015,renderlogy,,,San Francisco,Brick Eagle,Private Equity,1600000
21-02-2015,appbase,,,San Francisco,DA-IICT,Seed Funding,290000
23-02-2015,homelane,,,Bengaluru,Sequoia Capital,Private Equity,4500000
23-02-2015,trip38,,,Toronto,InterGlobe Technology Quotient,Private Equity,1000000
23-02-2015,smartairtrip,,,San Francisco,Undisclosed,Private Equity,10000000
23-02-2015,nobroker,,,Bengaluru,SAIF Partners,Private Equity,3000000
24-02-2015,caravan craft retail,,,Bengaluru,Unitus Seed FundnNarayan Ramachandran,Seed Funding,500000
25-02-2015,clonect solutions,,,Bengaluru,V Balakrishnan,Seed Funding,250000
25-02-2015,taxsutra,,,Gurugram,V Balakrishnan,Seed Funding,160000
25-02-2015,sattviko,,,Gurugram,Sumit Jain,Seed Funding,320000
25-02-2015,industrybuying,,,Gurugram,SAIF Partners,Private Equity,2000000
26-02-2015,tinyowl,,,Mumbai,Matrix Partners,Private Equity,16000000
27-02-2015,momoe,,,Tokyo,IDG Ventures India,Seed Funding,1200000
27-02-2015,grofers,,,Gurugram,Tiger Global Management,Private Equity,10000000
02-01-2015,lenskart,,,Gurugram,TPG Growth,Private Equity,2150000
02-01-2015,violetstreet,,,New York,Venkat Vallabhneni,Seed Funding,315000
05-01-2015,lookup,,,San Francisco,DeNA Co.,Seed Funding,380000
05-01-2015,#fame,,,San Francisco,TO THE NEW Ventures,Private Equity,10000000
05-01-2015,gympik,,,Bengaluru,Tom Clausen,Seed Funding,135000
06-01-2015,near,,,Bengaluru,Anupam Mittal,Seed Funding,285000
06-01-2015,numbermall,,,San Francisco,SRI Capital,Private Equity,10000000
06-01-2015,tookitaki,,,Singapore,Jungle Ventures,Private Equity,1000000
06-01-2015,frankly,,,San Francisco,Matrix Partners,Seed Funding,600000
07-01-2015,nurturey,,,San Francisco,Seedrs Crowd funding platform,Crowd Funding,125000
07-01-2015,stridalyzer,,,Berlin,Kickstarter,Crowd Funding,30768
07-01-2015,commonfloor,,,Bengaluru,Google Capital,Private Equity,5000000
09-01-2015,yepme,,,Gurugram,JS Capital,Private Equity,13000000
12-01-2015,mydreamstore,,,Bengaluru,Undisclosed Investors,Seed Funding,290000
14-01-2015,rategain,,,Noida,TA Associates,Private Equity,50000000
16-01-2015,wishberry,,,Mumbai,Rajan Anandan,Seed Funding,650000
16-01-2015,ekare,,,Hyderabad,Adroitent Pvt. Ltd.,Seed Funding,161000
